SK_ID_CURR,TARGET
100001,0.07826641223433328
100005,0.13753314678201511
100013,0.08191416454717003
100028,0.08142074384320444
100038,0.13303863958431392
100042,0.06459547822351802
100057,0.09400378012740272
100065,0.10906039456395764
100066,0.05510220043998539
100067,0.09348651147713717
100074,0.07995093842648379
100090,0.1247225860732715
100091,0.11748014500211261
100092,0.11011866458079789
100106,0.1325923693472338
100107,0.10388044668047662
100109,0.1121018182501541
100117,0.09110815489807912
100128,0.07438661175329792
100141,0.1073486383646074
100150,0.0792210708051503
100168,0.0664658656685839
100169,0.0502584898677713
100170,0.09085799541158222
100171,0.10842190290705964
100172,0.1338283302508323
100184,0.08350336739576072
100187,0.07142003413290167
100212,0.08759871055506271
100222,0.10260011694598997
100223,0.06379262740432787
100232,0.07473252882951738
100241,0.13544330339007263
100245,0.07873911692398212
100253,0.06739366096838807
100256,0.10194958204871697
100271,0.06681484438152382
100278,0.12023061065038934
100280,0.0728347460557166
100306,0.14145296906139068
100311,0.12046428351864967
100312,0.07159162985022449
100330,0.09046146015756702
100331,0.10727819898743098
100352,0.09652515521133424
100358,0.11621642497181359
100367,0.10014852767410153
100382,0.08540243604694059
100384,0.07960888401316797
100385,0.10171431033128546
100386,0.08499858316337357
100399,0.0787306524094283
100404,0.07735776461883893
100416,0.07070247860396063
100422,0.14219847557755289
100426,0.08709999029467357
100438,0.07346318479976437
100444,0.10429116892512526
100445,0.12602653476318493
100446,0.10593085396441565
100447,0.0741986094368304
100450,0.08327649829949141
100466,0.09733191478219232
100483,0.07744566386614792
100484,0.06142587367785485
100494,0.09132085791291521
100510,0.12337360758771712
100512,0.0707859253569097
100517,0.08014585333938572
100548,0.06562102689404524
100551,0.08040439691159187
100552,0.1296981100315451
100553,0.08904697874887989
100561,0.10033799102046526
100568,0.13719748405948198
100569,0.06993176186113981
100591,0.10434646415301964
100592,0.061002979938137254
100602,0.09643879224523937
100607,0.0946087636371941
100613,0.09368879961174585
100617,0.07466904177580978
100618,0.10597699370196281
100622,0.1522594288960844
100625,0.10483058090809645
100677,0.09365767405395928
100699,0.08856841019658063
100702,0.14401563915748647
100711,0.0769750484338367
100729,0.14652439530770273
100740,0.11908883833800683
100744,0.11171076112819989
100745,0.10273837910533337
100747,0.10503118427872764
100751,0.11364141504584907
100752,0.09502445388483753
100753,0.1470138817310965
100754,0.11669105271446724
100760,0.11357012663356987
100762,0.1011263598923941
100763,0.08536481511782111
100765,0.08634987221297692
100770,0.09743251969306471
100772,0.08460007621441137
100777,0.089285463395498
100791,0.07520665969949508
100792,0.07319895672923168
100797,0.10017424382818473
100823,0.10178040330528726
100826,0.10445165391148677
100830,0.07377404369623938
100836,0.12602136625956345
100872,0.09125165863598333
100910,0.09740391114497646
100913,0.07525748369949363
100918,0.09529178849020709
100931,0.06809721950009909
100952,0.11870626648583259
100953,0.0873640318359221
100965,0.11402610956811904
100970,0.0875566289791098
100982,0.11320204867353154
100983,0.09717380320005908
100984,0.07383618927461622
100987,0.1188962027202246
100997,0.08461133680342393
100998,0.12866035126426012
101002,0.11196448981725615
101005,0.13541634372890757
101008,0.13079142343462116
101020,0.11251481119856145
101021,0.10885984861141687
101024,0.08534195394163499
101025,0.13520398303577844
101026,0.09440341595630466
101031,0.0862243845938584
101041,0.07215472126567608
101051,0.06067150228991977
101055,0.1008812734590798
101056,0.11273177584972824
101057,0.1084282650469653
101064,0.07958388042729692
101079,0.09634520234607176
101087,0.09155877899655973
101090,0.07010735289707459
101092,0.0945513405956765
101097,0.11223983240042511
101099,0.06853959077108589
101107,0.10724279397704856
101118,0.10743803657109903
101125,0.09667907552107056
101126,0.08022546430871902
101128,0.11845176235016146
101136,0.12304599750660422
101140,0.10579802402312587
101149,0.08414217599344115
101160,0.08174255438450623
101169,0.13370112263042733
101181,0.0865434733476813
101186,0.06339810328457435
101190,0.11688942868782921
101193,0.11764447530484018
101194,0.08924929249863159
101198,0.10079080675133542
101200,0.07296632949008179
101204,0.10895712784454911
101211,0.08427498398360786
101213,0.08208496649433385
101223,0.08471572347701994
101225,0.10602695829471208
101237,0.08793618272433806
101243,0.0909297959346402
101244,0.11945919721433479
101258,0.08083236975795056
101259,0.14474325594043164
101268,0.11582036845771332
101269,0.08321596284838367
101271,0.1242159669630119
101279,0.07404748055354218
101281,0.0972994469897323
101287,0.08215075867169119
101292,0.07533045622379908
101294,0.08357068414346137
101296,0.07316843295360882
101297,0.08649866073223564
